ID,Year_Birth,Kidhome,Teenhome,Dt_Customer,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntOtherProds,NumStorePurchases,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumWebVisitsMonth,AcceptedCmp2,AcceptedCmp1,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5
2557,1970,1,0,15/11/2021,161,23,138,69,23,253,3,28,2,2,2,0,0,1,0,0
1245,1966,0,1,28/01/2021,22471,276,5819,368,276,2323,12,56,8,6,12,0,0,0,1,0
1519,1972,1,1,8/09/2021,874,92,506,69,69,69,9,56,6,0,3,0,0,0,0,0
10703,1975,1,1,4/11/2020,1311,0,621,0,0,828,12,56,6,4,2,0,0,0,0,0
1726,1970,0,0,4/06/2021,69,207,345,299,46,897,3,63,2,2,2,0,0,1,0,0
4459,1989,1,0,18/03/2021,230,92,322,92,92,23,3,56,2,0,3,0,0,0,0,0
1517,1969,1,0,31/08/2021,69,207,299,46,276,276,3,49,2,0,3,0,0,0,0,0
2098,1969,2,0,27/03/2021,253,0,115,0,0,23,3,56,2,0,2,0,0,0,0,0
9543,1985,1,0,31/01/2022,69,138,115,0,46,138,3,49,0,0,3,0,0,0,0,0
6878,1954,0,0,28/02/2021,989,276,2208,1794,920,1265,9,49,8,2,6,0,0,0,0,0
3310,1973,2,1,8/11/2020,1679,69,2070,276,23,736,21,56,8,2,4,0,0,0,0,0
2724,1981,1,0,16/06/2022,276,0,23,0,0,138,3,21,0,2,2,0,0,0,0,0
948,1971,1,0,1/08/2021,92,161,161,138,92,299,9,35,2,4,2,0,0,0,0,0
9799,1968,1,1,25/07/2021,19918,483,3473,644,483,1978,9,35,4,4,12,0,0,0,0,0
2669,1993,0,0,21/07/2022,8625,3496,7705,2139,2093,1863,3,14,10,8,6,0,0,0,0,0
455,1946,0,0,5/07/2021,2346,207,1449,46,207,552,3,42,8,2,4,0,0,0,0,0
7683,1968,0,1,14/05/2022,12742,805,2599,0,161,1794,9,21,10,6,12,0,0,0,0,0
7414,1971,1,1,2/12/2020,2208,23,966,276,69,736,12,56,6,2,4,0,0,0,0,0
798,1987,1,0,12/03/2021,46,0,138,184,138,115,3,49,2,0,3,0,0,0,0,0
2488,1956,1,1,9/06/2021,529,23,575,0,184,161,12,42,4,2,3,0,0,0,0,0
7617,1974,1,1,1/11/2021,1541,115,1403,69,184,437,15,35,4,2,5,0,0,0,0,0
2552,1955,1,2,8/01/2022,9568,0,598,0,0,92,27,49,12,6,6,0,0,0,1,0
194,1965,1,1,26/08/2022,529,0,253,69,46,46,3,42,2,0,3,0,0,0,0,0
3645,1972,1,0,16/11/2020,437,69,598,230,207,69,9,56,4,0,4,0,0,0,0,0
8890,1971,1,1,16/08/2022,3565,161,1840,299,161,230,9,42,10,2,5,0,0,0,0,0
9973,1963,0,2,3/01/2021,8510,207,2116,138,207,92,9,49,14,2,8,0,0,0,0,0
7301,1982,1,0,3/02/2021,92,506,253,69,161,736,6,56,6,0,3,0,0,0,0,0
10882,1976,0,1,26/01/2021,9361,1219,5083,1334,3450,598,12,28,8,6,6,0,0,0,0,0
7030,1955,0,1,16/06/2021,27600,0,4692,874,667,322,9,42,22,18,12,0,1,0,0,0
7422,1987,1,0,8/11/2020,1955,1012,1242,2346,1794,138,9,49,10,2,7,0,0,0,0,0
7106,1943,0,0,17/06/2022,11109,0,13593,3588,0,276,3,7,6,10,10,0,0,0,0,0
4216,1981,0,0,11/05/2021,18906,2622,2484,4117,3151,2622,3,21,14,18,9,0,1,0,0,1
8581,1971,1,1,22/05/2021,13892,0,2300,437,0,644,27,56,20,4,8,0,0,0,0,0
5929,1973,1,0,23/07/2022,437,69,437,69,23,69,6,49,4,0,3,0,0,0,0,0
3129,1983,1,0,8/08/2022,115,69,253,276,115,207,3,42,4,0,3,0,0,0,0,0
1361,1974,0,0,21/08/2021,24748,1564,2369,667,2093,1564,3,7,6,8,8,0,0,0,1,1
6932,1941,0,0,30/06/2021,29555,966,16468,1265,0,483,0,14,14,20,5,0,0,0,0,1
7284,1953,1,2,20/02/2022,230,0,161,46,0,23,3,56,2,0,2,0,0,0,0,0
1340,1986,0,0,11/07/2022,12673,3151,18216,4117,2369,759,3,7,12,14,13,0,1,0,1,1
8746,1989,1,0,22/06/2022,18400,0,6831,0,782,1311,6,42,4,10,10,0,1,0,1,0
3767,1968,0,1,12/07/2021,8694,0,4347,2231,3956,3956,6,21,10,10,12,0,0,0,0,0
3725,1961,0,0,26/07/2021,28704,368,8027,989,368,368,3,28,4,8,9,1,1,0,1,1
4324,1989,1,0,15/01/2021,5405,0,5405,437,92,4393,15,56,16,2,7,0,0,0,0,0
6694,1964,0,1,11/02/2022,10074,1518,9200,276,874,2622,3,28,16,6,13,0,0,0,0,0
498,1970,1,0,21/04/2022,575,0,506,46,69,115,6,35,2,0,4,0,0,0,0,0
9699,1966,0,1,9/03/2022,8211,805,6233,644,644,322,9,35,12,4,12,0,0,0,0,0
10664,1949,0,1,24/11/2021,9200,92,805,138,0,506,6,56,18,2,5,0,0,0,0,0
5455,1971,1,0,8/11/2021,2277,0,345,46,23,115,9,49,4,2,4,0,0,0,0,0
456,1986,1,0,26/04/2021,23,253,115,92,138,207,6,56,4,0,3,0,0,0,0,0
5012,1989,1,0,20/09/2021,115,92,299,184,0,92,3,56,2,0,3,0,0,0,0,0
7495,1948,0,1,8/03/2022,1771,644,713,368,0,92,6,28,4,2,5,0,0,0,0,0
5029,1946,0,0,23/10/2021,69,23,46,92,69,23,3,35,0,0,3,0,0,0,0,0
10642,1989,1,0,18/03/2021,230,92,322,92,92,23,3,56,2,0,3,0,0,0,0,0
2106,1974,0,0,3/06/2022,0,138,69,161,138,276,3,56,2,0,3,0,0,0,0,0
10364,1959,0,0,29/09/2021,0,0,23,46,276,115,3,56,2,0,2,0,0,0,0,0
5954,1972,1,0,26/12/2021,1748,322,1702,299,115,230,6,56,10,0,4,0,0,0,0,0
1137,1964,0,0,17/03/2022,9154,4370,12351,1403,3588,851,3,7,8,10,7,0,1,1,0,0
2541,1976,1,0,26/08/2021,322,161,253,253,0,115,6,56,4,0,3,0,0,0,0,0
1142,1953,0,1,10/03/2022,4784,161,1886,690,1518,805,6,21,6,4,9,0,0,0,0,0
2276,1955,0,1,19/07/2021,9890,368,7406,989,552,759,15,21,8,14,11,0,0,0,0,0
2807,1969,0,1,5/05/2021,15088,874,3703,1426,1081,851,9,49,16,18,7,0,0,0,0,0
6471,1971,1,0,3/01/2022,322,46,690,184,46,69,3,35,4,0,4,0,0,0,0,0
6131,1980,1,1,17/02/2022,3243,1610,2438,1656,437,529,6,21,8,4,8,0,0,0,0,0
6233,1976,0,1,24/11/2020,11661,437,8372,575,1081,207,9,49,18,10,10,0,0,0,0,0
4148,1972,1,2,6/11/2020,3772,552,2369,276,69,966,21,56,10,2,6,0,0,0,0,0
4947,1966,0,0,2/12/2020,13938,552,22402,4531,4462,1472,3,28,14,14,9,0,1,0,1,0
3225,1984,1,0,18/06/2021,2668,253,1656,69,391,1058,12,42,8,2,5,0,0,1,0,0
7540,1952,0,1,11/08/2022,3289,345,1380,552,529,115,6,14,4,2,8,0,0,0,0,0
1992,1964,0,1,20/03/2022,12006,0,5911,736,368,1518,12,49,4,4,8,0,1,0,0,0
7851,1949,0,0,9/12/2021,3703,0,5819,4577,4393,2806,3,7,6,14,11,0,0,0,0,0
8594,1958,0,1,16/04/2022,2576,0,138,46,23,322,6,42,6,2,3,0,0,0,0,0
7059,1963,0,0,12/09/2022,11109,1932,9154,4715,1932,5543,3,7,6,14,8,0,0,1,0,0
2815,1975,1,0,13/05/2022,161,115,897,391,345,851,6,49,8,0,3,0,0,0,0,0
2416,1969,0,0,20/05/2022,18147,575,9660,368,874,0,3,7,4,16,9,0,0,0,0,0
9213,1970,1,0,17/01/2021,92,23,115,46,0,69,3,56,2,0,2,0,0,0,0,0
9697,1951,0,2,23/05/2022,7705,966,2921,644,115,115,9,42,14,4,8,0,0,0,0,0
2021,1975,0,1,13/06/2021,12949,1748,8832,1932,4416,2047,12,28,12,20,13,0,0,0,0,0
1581,1980,1,0,27/12/2021,46,0,184,46,46,69,3,56,2,0,2,0,0,0,0,0
6619,1978,1,1,21/03/2021,506,23,299,92,0,92,6,49,2,0,3,0,0,0,0,0
9081,1988,1,0,4/08/2022,92,23,138,92,23,207,3,35,2,2,2,0,0,0,0,0
178,1956,0,1,7/05/2021,10994,0,4439,2530,1725,2691,12,35,16,6,11,0,0,0,0,0
916,1972,1,1,26/07/2022,460,69,92,46,0,46,6,21,2,0,3,0,0,0,0,0
5512,1977,0,1,9/08/2022,10373,0,897,0,92,552,3,35,14,2,8,0,0,0,0,0
8970,1972,0,1,9/01/2021,8533,506,897,138,0,2116,12,35,12,4,7,0,0,0,0,0
10581,1977,1,0,17/01/2021,6463,161,1932,345,0,2737,21,56,14,6,4,0,0,0,0,0
5300,1973,1,0,18/03/2022,437,161,437,0,23,552,3,49,4,2,2,0,0,0,0,0
5154,1972,1,0,28/10/2021,598,69,299,46,230,0,3,42,4,0,3,0,0,0,0,0
8346,1974,1,0,5/11/2020,3174,345,805,575,253,1656,6,63,12,4,2,0,0,1,0,0
1676,1975,0,1,16/01/2022,4899,46,1012,0,46,115,12,35,8,4,5,0,0,0,0,0
2426,1964,0,0,1/12/2020,11109,1702,2622,3887,851,414,3,21,10,20,13,0,0,0,0,0
5562,1974,0,1,12/09/2021,11546,276,2507,368,138,2070,6,42,14,4,10,0,0,0,0,0
3436,1969,1,0,14/04/2022,253,0,115,46,23,23,3,49,2,0,3,0,0,0,0,0
3921,1952,0,0,14/01/2021,552,23,2484,667,667,322,3,56,8,2,4,0,0,0,0,0
22,1976,1,0,19/02/2021,4255,46,2024,345,115,322,6,56,12,2,5,0,0,0,0,0
9426,1964,0,1,31/03/2021,15893,0,1587,230,0,2990,12,56,4,12,3,0,0,0,0,0
6605,1944,0,0,13/02/2022,11592,299,3013,184,0,598,3,49,18,8,6,0,0,0,1,0
3136,1962,0,1,30/06/2021,7291,575,6095,575,437,276,9,35,10,6,11,0,0,0,0,0
8737,1978,0,1,22/06/2022,667,23,207,46,0,46,3,21,4,0,3,0,0,0,0,0
466,1944,0,0,20/06/2021,8924,322,5014,2093,322,483,3,14,8,6,13,0,0,0,0,0
8151,1990,0,0,17/03/2021,368,828,483,460,1426,2484,3,56,8,2,3,0,0,0,0,0
5140,1985,1,0,10/11/2020,24081,0,3220,1541,874,3519,6,56,8,6,12,0,0,0,0,0
4945,1953,0,0,24/01/2021,18745,230,5497,644,230,2484,6,42,20,8,12,0,0,0,0,0
10584,1976,0,1,18/02/2022,5175,3726,8901,2438,828,667,3,21,10,20,8,0,0,0,0,0
6071,1989,0,0,5/10/2021,11339,1610,7452,3358,920,1932,3,7,6,14,11,0,0,0,0,0
3386,1992,0,0,7/09/2021,782,92,1518,69,230,460,3,49,4,2,4,0,0,0,0,0
8939,1959,0,1,4/03/2021,8786,3174,1495,1380,598,1357,18,35,10,4,12,0,0,0,0,0
4320,1979,0,1,14/06/2021,7475,1909,6900,1978,1334,2093,3,21,12,8,12,0,0,0,0,0
5389,1964,0,2,6/01/2022,5474,391,1564,184,230,138,9,49,12,4,5,0,0,0,1,0
203,1975,0,0,1/07/2021,29624,460,14099,1840,1403,621,3,14,10,14,9,0,0,0,0,0
11025,1961,1,1,22/04/2021,1495,0,1058,92,69,460,12,56,6,2,3,0,0,0,0,0
10203,1990,1,0,16/09/2021,253,161,207,69,23,253,3,49,2,0,3,0,0,0,0,0
3711,1944,0,0,18/05/2022,23805,3082,15410,575,874,0,3,21,12,6,10,0,1,0,0,1
3696,1965,1,1,15/04/2022,621,23,276,46,0,230,6,49,4,0,3,0,0,0,0,0
2532,1987,0,0,18/05/2022,22586,1679,8073,1288,322,4025,3,35,4,8,6,0,0,1,0,0
9214,1991,0,0,2/11/2021,4117,46,1472,874,391,1334,3,35,10,2,6,0,0,0,0,0
4943,1953,0,0,17/12/2020,31717,759,4968,0,759,1518,3,42,4,8,9,0,0,0,1,1
35,1987,1,0,25/11/2020,736,23,1472,368,276,1955,9,42,4,4,3,0,0,0,0,0
2258,1986,1,0,20/02/2021,184,92,345,161,138,46,3,56,2,0,3,0,0,0,0,0
713,1977,0,0,25/08/2022,3243,345,3519,1541,713,805,3,21,8,8,6,0,0,0,0,0
4702,1964,0,0,29/10/2020,23000,3565,8717,5152,391,2760,3,56,8,16,4,0,0,0,0,0
3281,1960,1,1,20/01/2022,4738,230,1541,690,621,1633,18,42,8,2,8,0,0,0,0,0
702,1975,0,1,4/05/2021,3726,1403,1909,2231,1311,1403,12,35,8,6,8,0,0,0,0,0
2004,1969,0,1,5/12/2021,14237,1242,5980,2921,1242,1242,3,7,8,14,5,0,0,0,0,0
4437,1962,1,1,11/07/2021,2576,138,2116,69,207,874,6,28,6,4,5,0,0,0,0,0
8724,1982,1,0,3/09/2021,253,69,506,46,46,138,6,42,4,0,3,0,0,0,0,0
6931,1967,0,0,4/05/2022,10672,3473,6716,1495,1380,690,3,28,16,6,4,0,0,0,0,1
304,1981,1,0,11/03/2022,437,69,437,92,115,598,9,49,6,0,3,0,0,0,0,0
10591,1969,0,1,23/10/2020,1449,230,1909,161,437,437,6,49,8,2,4,0,0,0,0,0
5036,1984,1,0,14/02/2021,5796,69,966,92,69,2346,6,42,8,10,3,0,0,0,0,0
5547,1982,0,0,24/10/2021,33994,437,9269,0,437,0,3,21,14,12,6,0,0,0,1,1
8541,1990,1,0,25/05/2022,184,92,230,138,161,138,6,35,4,0,4,0,0,0,0,0
10955,1964,0,0,26/03/2022,9568,1058,21275,1380,2461,1058,3,7,6,12,4,0,0,0,0,0
4368,1980,1,0,19/02/2022,966,161,989,460,276,230,3,42,6,0,4,0,0,0,0,0
9671,1968,1,1,14/04/2022,322,69,483,46,23,644,12,56,6,2,2,0,0,1,0,0
2256,1973,1,1,15/06/2022,391,0,69,0,0,23,6,42,2,0,3,0,0,0,0,0
4279,1963,1,1,17/06/2022,345,92,230,69,92,414,6,21,2,2,3,0,0,0,0,0
5371,1989,1,0,25/06/2022,138,368,552,253,0,782,6,49,6,2,2,0,0,1,0,0
9240,1971,0,1,26/04/2022,10534,0,552,138,92,782,6,42,12,4,8,0,0,0,0,0
9460,1963,0,0,5/07/2021,690,69,1081,437,483,966,3,56,6,4,2,0,0,0,0,0
9504,1949,0,0,23/01/2022,4117,644,11960,2553,2829,1081,3,7,6,16,13,0,0,0,0,0
448,1978,1,0,18/05/2021,7084,1955,3151,2346,1035,2714,6,35,12,4,11,0,0,0,0,0
8314,1982,0,0,22/06/2021,12811,2967,17503,667,4255,2553,3,14,10,12,7,0,0,0,0,1
8420,1970,0,0,20/10/2021,161,92,299,345,184,391,6,35,4,0,4,0,0,0,0,0
7685,1978,1,0,26/11/2021,690,184,276,184,184,276,3,35,4,0,4,0,0,0,0,0
3179,1980,0,0,2/09/2021,5727,3519,21620,1334,3082,874,0,14,12,12,7,0,0,0,0,0
10681,1970,0,1,3/04/2022,2967,2967,5957,3864,2783,1909,15,28,12,6,12,0,0,0,0,0
10232,1963,0,1,22/01/2022,4002,414,1863,644,138,552,9,21,6,4,7,0,0,0,0,0
9120,1962,0,1,21/02/2021,17181,230,3703,1495,920,966,12,56,8,4,9,0,0,0,0,0
10381,1979,0,1,21/09/2021,322,0,69,0,0,92,3,42,2,0,2,0,0,0,0,0
6818,1974,0,1,29/11/2020,2254,0,2438,1127,230,2438,15,42,10,2,5,0,0,0,0,0
3526,1968,1,1,15/04/2022,736,0,115,0,0,23,6,49,2,0,3,0,0,0,0,0
8181,1978,1,0,30/11/2021,1173,276,1127,391,552,552,9,56,8,2,3,0,0,0,0,0
7369,1981,1,0,19/12/2021,575,138,575,138,0,0,6,56,4,0,3,0,0,0,0,0
2574,1977,0,1,19/04/2021,24150,276,3312,0,0,552,9,35,12,8,8,1,1,0,1,0
8159,1968,1,1,18/06/2022,2691,0,506,299,0,690,9,49,8,2,3,0,0,0,0,0
1160,1970,1,1,9/11/2021,207,92,391,230,46,161,12,56,6,0,3,0,0,0,0,0
5966,1974,1,1,27/01/2021,4669,0,230,0,0,46,15,42,6,2,6,0,0,0,1,0
5123,1951,0,0,2/07/2021,851,276,529,184,253,1196,3,49,4,2,3,0,0,0,0,0
9058,1955,0,0,10/12/2020,24380,483,12190,736,0,5152,3,21,10,22,5,0,1,1,0,1
5057,1961,0,1,1/12/2021,6072,1081,4324,1242,1081,253,6,14,8,8,10,0,0,0,0,0
3710,1984,1,0,29/12/2020,437,0,805,138,92,391,6,49,4,2,2,0,0,0,0,0
7627,1975,0,0,28/02/2021,18791,4209,18331,2438,3749,460,0,14,10,22,5,0,1,0,0,1
4501,1965,0,0,27/01/2022,6716,2921,14605,3036,2921,3795,3,7,6,14,9,0,0,0,0,0
3075,1972,0,0,28/11/2021,2990,690,3864,460,782,0,3,7,6,8,7,0,0,0,0,0
5252,1969,1,0,12/01/2021,368,276,414,161,23,299,3,49,4,0,3,0,0,0,0,0
7444,1969,1,1,5/01/2022,437,0,207,0,0,46,6,56,2,0,3,0,0,0,0,0
6919,1978,1,0,21/08/2021,92,161,345,299,207,345,9,42,4,2,3,0,0,0,0,0
10277,1961,0,1,10/05/2021,828,0,46,0,0,92,3,49,2,0,3,0,0,0,0,0
7972,1955,0,0,4/12/2021,9200,736,11937,1633,1725,1242,3,7,6,8,9,0,0,0,0,0
895,1948,0,2,25/02/2021,9430,368,2622,0,115,1127,9,35,10,4,10,0,0,0,0,0
7141,1986,1,0,17/03/2021,2024,230,1058,46,69,1472,12,70,10,2,2,0,0,0,0,0
7232,1973,0,1,30/04/2022,1265,0,138,46,0,92,6,35,2,2,3,0,0,0,0,0
8477,1956,2,1,28/05/2021,115,23,299,69,115,23,3,49,2,0,3,0,0,0,0,0
2457,1975,0,1,12/01/2021,184,92,115,345,46,253,6,49,2,0,3,0,0,0,0,0
988,1965,0,0,24/07/2022,9430,0,13616,3381,506,506,3,21,12,8,7,0,1,0,0,0
7930,1969,0,0,5/11/2021,2323,299,1748,460,414,920,6,42,6,2,6,0,0,0,0,0
4587,1944,0,0,4/10/2021,3726,575,1219,368,0,230,3,21,6,2,7,0,0,0,0,0
6682,1973,1,0,27/02/2021,46,184,23,92,161,345,3,56,2,0,3,0,0,0,0,0
6222,1967,2,1,14/01/2022,575,0,184,46,0,46,6,49,4,0,3,0,0,0,0,0
10299,1969,0,0,26/01/2021,8947,2093,5704,1472,1127,943,9,35,12,6,13,0,0,0,0,0
3083,1974,1,1,12/10/2021,4945,299,2001,391,391,552,15,49,12,4,5,0,0,0,0,0
8953,1965,2,1,23/07/2021,621,0,115,0,0,69,6,56,2,0,3,0,0,0,0,0
8650,1978,1,1,4/06/2021,115,138,230,138,115,230,3,28,2,0,3,0,0,0,0,0
10862,1960,0,1,3/11/2020,4117,184,1909,437,253,598,15,14,2,4,9,0,0,0,0,0
2782,1961,0,1,27/09/2021,8096,0,621,230,0,345,9,42,12,2,7,0,0,0,0,0
6941,1971,0,0,30/09/2021,391,184,276,253,345,736,3,49,4,2,2,0,0,0,0,0
10972,1949,0,0,27/05/2022,14375,805,3887,1334,391,805,3,7,8,6,6,0,0,0,1,1
10708,1978,1,0,16/03/2022,230,138,253,0,92,46,3,49,2,0,3,0,0,0,0,0
6583,1955,0,0,20/08/2021,8970,506,7429,2392,805,2461,3,21,12,16,6,0,1,0,0,0
3641,1976,1,0,8/04/2021,230,46,345,46,23,138,6,42,4,0,3,0,0,0,0,0
10156,1975,0,1,20/08/2021,4945,1449,11661,5313,713,4370,3,21,16,8,7,0,0,0,0,0
3469,1977,1,1,23/11/2020,437,414,759,552,23,184,9,63,6,0,3,0,0,0,0,0
5063,1977,1,0,6/03/2021,943,115,2967,230,69,69,9,63,8,2,4,0,0,0,0,0
10727,1970,1,0,5/02/2022,27163,2461,4577,897,690,690,6,56,14,6,13,0,0,0,0,0
5156,1970,0,1,3/04/2022,2967,2967,5957,3864,2783,1909,15,28,12,6,12,0,0,0,0,0
4376,1960,0,0,4/05/2022,230,552,345,299,23,690,3,49,4,2,3,0,0,1,0,0
8923,1973,0,0,5/07/2021,11822,506,16836,966,4554,1817,3,21,12,14,7,0,0,0,0,0
8461,1962,2,1,27/05/2022,322,0,23,0,0,23,3,49,2,0,2,0,0,0,0,0
6945,1952,0,0,21/08/2021,8901,460,16399,874,1242,3749,3,35,18,22,11,0,0,0,0,0
944,1962,0,1,27/03/2021,2783,2369,1587,184,1012,1104,3,28,8,4,7,0,0,0,0,0
1907,1950,0,1,15/12/2020,22195,1587,6417,1242,943,1587,15,49,16,8,9,0,0,0,0,0
701,1971,0,1,23/01/2022,16261,483,5750,1955,989,1679,6,14,12,4,8,0,0,1,0,0
2131,1959,0,1,18/03/2021,24449,2047,2346,368,276,575,12,42,18,8,6,0,0,0,0,0
2942,1964,0,1,24/07/2021,7015,69,621,92,69,3312,6,35,10,8,4,0,0,1,0,0
4381,1971,1,1,4/11/2021,3749,46,920,184,253,253,21,42,6,2,6,0,0,0,0,0
3376,1970,1,0,1/03/2022,2875,138,1679,184,92,437,3,28,6,2,6,0,0,0,0,0
4679,1977,0,1,9/08/2022,16583,0,3496,2737,1150,1150,9,28,14,12,12,0,0,0,0,0
4248,1960,0,0,6/05/2022,23000,437,16353,2875,2645,874,0,7,8,12,9,0,0,0,1,0
6661,1974,0,1,29/10/2020,17411,1840,4991,667,1840,253,15,42,18,12,12,0,0,0,0,0
3277,1955,0,1,20/10/2020,5037,69,2300,598,0,391,6,56,14,2,5,0,0,0,0,0
5555,1975,0,0,26/04/2022,23,23,23,23,23,23,0,0,0,0,0,0,0,0,0,0
6940,1966,1,2,7/01/2022,2300,23,897,138,23,1748,12,42,6,4,3,0,0,1,0,0
7093,1985,1,0,31/01/2022,69,138,115,0,46,138,3,49,0,0,3,0,0,0,0,0
5084,1975,0,1,13/03/2022,10235,1219,4899,2392,2254,3473,3,28,12,8,13,0,0,0,0,0
1777,1980,0,0,24/11/2020,46,46,253,943,161,253,3,56,4,0,3,0,0,0,0,0
10826,1959,0,0,16/03/2021,138,23,161,529,92,437,3,56,2,2,2,0,0,0,0,0
1987,1987,1,0,12/12/2021,23,230,253,437,69,345,6,42,4,0,3,0,0,0,0,0
11007,1968,1,0,26/07/2021,598,0,138,0,0,46,3,56,2,0,3,0,0,0,0,0
7426,1971,1,1,24/01/2022,2553,368,851,161,207,414,9,21,6,2,5,0,0,0,0,0
9153,1964,0,1,15/10/2021,9614,1403,9844,1840,1173,230,9,35,14,16,10,0,0,0,0,0
10379,1962,0,2,25/01/2022,7521,207,2806,437,322,1909,15,42,10,4,9,0,0,0,0,0
9204,1970,0,1,29/11/2020,8533,3657,4462,1334,2438,3243,12,21,8,6,6,0,0,0,0,0
3197,1980,0,1,4/03/2022,6325,1357,2461,1587,2323,1357,6,28,12,8,8,0,0,0,0,0
2920,1975,0,1,17/02/2021,18147,0,3266,276,207,874,6,56,4,8,8,0,0,0,0,0
6961,1974,2,0,8/08/2022,23,23,115,0,69,23,3,56,2,0,2,0,0,0,0,0
4673,1963,0,1,16/01/2021,23092,276,3335,736,276,828,9,35,20,6,5,0,1,0,0,0
9937,1979,0,0,21/03/2022,4301,1863,3427,575,989,2093,3,7,4,4,12,0,0,0,0,0
8779,1985,1,0,2/09/2021,1288,92,1748,391,23,414,12,63,8,2,3,0,0,1,0,0
9596,1980,0,0,11/03/2022,8395,736,2691,782,2530,138,3,14,6,6,13,0,0,0,0,0
2891,1963,0,1,4/01/2022,13685,529,2829,230,529,3542,6,42,16,18,4,0,0,0,0,0
4910,1967,0,0,16/11/2020,26036,3082,8832,4025,3082,2645,3,49,22,10,13,0,0,0,0,0
10142,1976,0,1,24/05/2021,8556,414,2898,1081,1104,1794,6,28,10,4,11,0,0,0,0,0
9826,1972,0,0,29/11/2020,20677,2346,19274,3059,2346,920,3,14,10,12,10,0,0,0,0,0
1501,1982,0,0,21/10/2020,1265,368,37306,391,69,92,45,0,0,56,1,0,0,0,0,0
7230,1960,0,1,21/12/2020,10557,0,552,138,0,92,18,42,8,10,7,0,0,0,1,0
143,1970,0,0,11/11/2021,10718,0,5152,2737,1127,2277,3,14,10,6,4,0,0,0,0,0
6379,1949,1,1,15/08/2021,1541,23,460,0,46,713,9,49,4,4,2,0,0,0,0,0
9239,1961,0,2,12/10/2021,2116,92,414,69,69,138,3,21,4,2,4,0,0,0,0,0
8315,1995,0,0,12/06/2022,92,46,253,46,0,92,3,42,2,0,2,0,0,0,0,0
2868,1949,1,1,25/06/2021,460,23,644,69,69,46,9,56,4,0,3,0,0,0,0,0
10888,1961,0,0,20/01/2022,6279,253,4094,1426,1909,667,6,42,16,8,6,0,0,0,0,0
9977,1973,0,1,4/12/2021,7383,253,7107,759,598,782,9,28,18,6,5,0,0,0,0,0
10196,1978,2,0,29/05/2022,4876,2829,4071,345,1472,529,6,28,16,4,8,0,0,0,0,0
6384,1978,0,1,30/04/2022,20907,276,6394,0,276,5566,9,56,10,4,11,0,0,1,0,0
8029,1988,0,0,16/07/2022,27232,736,8096,483,368,368,3,7,6,8,7,0,1,0,1,1
968,1968,1,0,14/03/2022,2576,437,483,368,322,115,9,49,8,2,4,0,0,0,0,0
6988,1986,1,0,29/03/2021,15088,1840,10465,1196,2461,2139,6,28,16,8,8,0,0,1,0,1
4472,1970,1,0,13/09/2022,529,0,184,138,46,414,3,14,2,2,3,0,0,0,0,0
6991,1951,0,1,27/06/2021,12351,138,966,368,138,690,6,56,18,6,6,0,0,0,0,0
4301,1971,1,0,29/03/2021,529,23,299,46,46,414,3,49,2,2,2,0,0,1,0,0
1940,1986,1,0,28/09/2021,23,69,92,46,46,138,3,56,2,0,2,0,0,0,0,0
1272,1965,0,1,7/01/2021,15272,1334,1909,736,0,1518,12,35,14,10,10,0,0,0,0,0
1388,1975,1,0,9/05/2021,138,230,483,437,322,966,6,42,4,2,3,0,0,0,0,0
10479,1975,0,0,23/02/2021,17227,920,6762,2783,3680,3381,3,7,6,4,5,0,0,0,0,0
3619,1960,0,0,10/12/2020,7935,575,11523,1449,3174,1840,3,14,10,6,8,0,0,0,0,1
10159,1970,0,1,17/06/2021,10120,1863,8464,0,2806,4002,18,42,22,10,9,0,0,0,0,0
1463,1958,1,1,15/06/2022,184,46,115,69,0,69,3,49,2,0,2,0,0,0,0,0
5114,1965,0,1,7/03/2021,15410,207,5727,0,644,207,6,28,10,8,5,0,0,0,0,0
4990,1954,0,0,19/07/2021,12052,0,3082,644,644,3565,3,49,22,2,8,0,0,0,0,0
4329,1984,1,0,9/08/2022,138,0,138,46,23,23,6,49,2,0,3,0,0,0,0,0
10936,1965,0,0,2/05/2021,13731,3818,13731,3956,3818,5727,3,21,10,12,4,0,0,0,0,0
4692,1976,1,0,18/10/2020,161,0,276,299,161,736,15,63,8,2,2,0,0,1,0,0
7212,1966,0,1,25/08/2022,1242,0,161,0,0,92,3,42,4,0,3,0,0,0,0,0
6086,1955,0,0,9/02/2022,10235,575,16238,1840,1748,1104,3,14,12,10,12,0,1,0,0,0
437,1976,0,0,13/04/2022,6762,3266,5014,3772,1334,3473,3,7,6,16,11,0,0,0,0,0
11171,1965,2,1,28/12/2021,6716,69,1771,230,69,598,21,49,12,6,5,0,0,0,0,0
5329,1949,1,1,14/12/2021,184,0,69,0,0,0,3,35,0,0,3,0,0,0,0,0
9384,1978,1,1,29/08/2021,7544,207,2852,276,552,2507,21,21,8,4,10,0,0,0,0,0
5956,1948,1,2,2/01/2022,3312,46,2277,161,46,690,15,56,12,2,4,0,0,0,0,0
10430,1973,1,1,26/12/2021,25898,644,4853,851,644,966,9,35,8,6,4,0,1,0,1,1
